Title,Author,Released,Purchased,Medium,Type,Category,Methodology,Theme1,Theme2,Theme3,Theme4,Theme5
Atomic Habits,James Clear,2018,2020-06-11,Audible,Knowledge,Psychology,,human-behavior,identity,health,,
The Age of Agile,Stephen Denning,2018,2020-06-08,Audible,Knowledge,Agile & Lean,Agile-Generic,agile,business-agility,delivery,leadership,
Accelerate,Nicole Forsgren PhD & Jez Humble & Gene Kim,2018,2020-05-26,Audible,Knowledge,DevOps,DevOps,delivery,lean,agile,flow,
Das Lied von Vogel und Schlange,Suzanne Collins,2020,2020-05-21,Audible,Story,Near Future,,civilization,power-dynamics,identity,,
The Book of Why,Judea Pearl & Dana Mackenzie,2018,2020-05-17,Audible,Knowledge,Science,,systems-thinking,complexity,human-behavior,,
What if? Was wäre wenn?,Randall Munroe,2014,2020-05-16,Audible,Knowledge,Science,,human-behavior,future-scenarios,creativity,,
Blink,Malcolm Gladwell,2005,2020-04-25,Audible,Knowledge,Psychology,,human-behavior,identity,strategy,,
Words That Change Minds,Shelle Rose Charvet,1997,2020-04-25,Audible,Knowledge,Communication,,influence,human-behavior,leadership,,
The Signal and the Noise,Nate Silver,2012,2020-04-25,Audible,Knowledge,Science,,systems-thinking,complexity,strategy,,
Mental Models,Peter Hollins,2019,2020-04-15,Audible,Knowledge,Psychology,,human-behavior,systems-thinking,strategy,,
Reframe it!,Andri Hinnen & Gieri Hinnen,2019,2020-04-15,Audible,Knowledge,Communication,,creativity,influence,human-behavior,,
AI Superpowers,Kai-Fu Lee,2018,2020-04-12,Audible,Knowledge,AI,,ai-impact,strategy,future-scenarios,digital,
A Perfect Mess,David H. Freedman & Eric Abrahamson,2006,2020-04-12,Audible,Knowledge,Organization,,chaos,creativity,systems-thinking,,
Die Känguru-Chroniken,Marc-Uwe Kling,2008,2020-04-12,Audible,Story,Comedy,,human-behavior,power-dynamics,,,
Leading Digital,George Westerman & Didier Bonnet & Andrew McAfee,2014,2020-04-06,Audible,Knowledge,Strategy,,digital,strategy,leadership,business-agility,
The Leader's Guide,Eric Ries,2017,2020-04-03,Audible,Knowledge,Startup,Lean,agile,lean,delivery,product-thinking,
Lösungsorientiertes Coaching,Jörg Middendorf,2017,2020-03-19,Kindle,Knowledge,Leadership,,leadership,human-behavior,identity,,
Switch,Chip Heath & Dan Heath,2010,2020-03-17,Kindle,Knowledge,Leadership,,leadership,human-behavior,identity,influence,
The Innovator's Dilemma,Clayton M. Christensen,1997,2020-03-17,Kindle,Knowledge,Strategy,,strategy,business-value,digital,innovation,
Dealing with Darwin,Geoffrey A. Moore,2005,2020-03-17,Kindle,Knowledge,Strategy,,strategy,business-value,digital,innovation,
Technology Business Management,Todd Tucker,2014,2020-03-17,Kindle,Knowledge,Agile & Lean,,business-value,systems-thinking,strategy,digital,
Running Lean,Ash Maurya,2012,2020-03-17,Kindle,Knowledge,Startup,Lean,lean,delivery,product-thinking,customer-centricity,
Measure What Matters,John Doerr,2017,2020-03-17,Kindle,Knowledge,Leadership,OKR,strategy,business-value,delivery,leadership,
Crossing the Chasm,Geoffrey A. Moore,1991,2020-03-17,Kindle,Knowledge,Strategy,,strategy,business-value,digital,customer-centricity,
Switch,Dan Heath & Chip Heath,2010,2020-03-17,Audible,Knowledge,Leadership,,leadership,human-behavior,identity,influence,
Dealing with Darwin,Geoffrey A. Moore,2005,2020-03-17,Audible,Knowledge,Strategy,,strategy,business-value,digital,innovation,
Leadership Strategy and Tactics,Jocko Willink,2020,2020-03-17,Audible,Knowledge,Leadership,,leadership,strategy,identity,,
The Lean Startup,Eric Ries,2011,2020-03-17,Audible,Knowledge,Startup,Lean,lean,delivery,product-thinking,business-agility,
Crossing the Chasm,Geoffrey A. Moore,1991,2020-03-17,Audible,Knowledge,Strategy,,strategy,business-value,digital,customer-centricity,
The Anatomy of Peace,Arbinger Institute,2006,2020-03-15,Audible,Knowledge,Psychology,,ethics,identity,human-behavior,influence,
Tribal Leadership,Dave Logan & John King & Halee Fischer-Wright,2008,2020-03-14,Kindle,Knowledge,Organization,,leadership,human-behavior,emergence,civilization,
Tribal Leadership,Dave Logan & John King & Halee Fischer-Wright,2008,2020-03-14,Audible,Knowledge,Organization,,leadership,human-behavior,emergence,civilization,
Nexus Framework for Scaling Scrum,Kurt Bittner & Patricia Kong & Eric Naiburg & Dave West,2018,2020-03-13,Kindle,Knowledge,Agile & Lean,Scrum,agile,delivery,lean,,
Exit,Hugh Howey & Gaby Wurster,2019,2020-03-13,Audible,Story,Near Future,,ai-impact,future-scenarios,civilization,,
Erkenne die Welt - Antike und Mittelalter,Richard David Precht,2015,2020-03-06,Audible,Knowledge,Philosophy,,civilization,consciousness,ethics,identity,
Linchpin,Seth Godin,2010,2020-02-26,Audible,Knowledge,Leadership,,identity,creativity,influence,leadership,
Powerful,Patty McCord,2018,2020-02-26,Audible,Knowledge,Leadership,,leadership,human-behavior,power-dynamics,,
Innovation Games,Luke Hohmann,2006,2020-02-24,Kindle,Knowledge,Product,Design-Thinking,creativity,design-thinking,product-thinking,customer-centricity,
Führung - Überblick über Ansätze Entwicklungen Trends,Maria Stippler & Sadie Moore & Seth Rosenthal & Tina Dörffer,2011,2020-02-24,Kindle,Knowledge,Leadership,,leadership,human-behavior,power-dynamics,,
Creating Great Teams,Sandy Mamoli & David Mole,2015,2020-02-24,Kindle,Knowledge,Organization,,leadership,human-behavior,emergence,,
Komplexithoden,Niels Pfläging & Silke Hermann,2015,2020-02-20,Kindle,Knowledge,Organization,,systems-thinking,complexity,lean,business-agility,
Lean Product and Process Development 2nd ed.,Allen Ward & Durward Sobek,2014,2020-02-20,Kindle,Knowledge,Agile & Lean,Lean,lean,flow,delivery,systems-thinking,
Bad Banks Staffel 1,Oliver Kienle & Edgar Linscheid,2018,2020-02-15,Audible,Story,Crime,,power-dynamics,human-behavior,,,
First Things First,Stephen R. Covey & A. Roger Merrill & Rebecca R. Merrill,1994,2020-02-15,Audible,Knowledge,Leadership,,leadership,identity,human-behavior,,
The Infinite Game,Simon Sinek,2019,2020-02-08,Audible,Knowledge,Leadership,,strategy,leadership,business-value,,
Storytelling with Data,Cole Nussbaumer Knaflic,2015,2020-02-04,Kindle,Knowledge,Communication,,creativity,influence,design-thinking,,
Storytelling with Data,Cole Nussbaumer Knaflic,2015,2020-02-04,Audible,Knowledge,Communication,,creativity,influence,design-thinking,,
SAFe PI Planning,Liam Kane,2020,2020-02-01,Kindle,Knowledge,Agile & Lean,SAFe,agile,delivery,lean,,
The Lean Business Management System,Brian H Maskell & Bruce Baggaley & Nick Katko & David Paino & Susan Lilly,2019,2020-01-28,Kindle,Knowledge,Agile & Lean,Lean,lean,flow,business-value,systems-thinking,
Beyond the Phoenix Project,Gene Kim & John Willis,2019,2020-01-17,Audible,Knowledge,DevOps,,delivery,agile,lean,flow,
The New Economics Third Edition,W. Edwards Deming,2018,2020-01-17,Audible,Knowledge,Economics,,systems-thinking,lean,business-value,,
Making Work Visible,Dominica Degrandis,2017,2020-01-17,Audible,Knowledge,Agile & Lean,Kanban,lean,flow,delivery,,
Zone to Win,Geoffrey A. Moore,2015,2020-01-15,Kindle,Knowledge,Strategy,,strategy,business-value,digital,,
Zone to Win,Geoffrey A. Moore,2015,2020-01-15,Audible,Knowledge,Strategy,,strategy,business-value,digital,,
Die besten Ideen für mehr Humor,Carsten Höfer & Sabine Asgodom,2014,2020-01-11,Kindle,Knowledge,Communication,,creativity,influence,human-behavior,,
Eigenlob stimmt,Sabine Asgodom,2012,2020-01-11,Kindle,Knowledge,Communication,,creativity,influence,identity,,
Accelerate,John P. Kotter,2014,2020-01-09,Kindle,Knowledge,Leadership,,leadership,strategy,business-agility,digital,
Project to Product,Mik Kersten,2018,2020-01-09,Kindle,Knowledge,DevOps,,delivery,flow,digital,product-thinking,
Accelerate,John P. Kotter,2014,2020-01-09,Audible,Knowledge,Leadership,,leadership,strategy,business-agility,digital,
Project to Product,Mik Kersten,2018,2020-01-09,Audible,Knowledge,DevOps,,delivery,flow,digital,product-thinking,
ROI of Software Process Improvement,David Rico,2004,2020-01-05,Kindle,Knowledge,Computer Science,,delivery,systems-thinking,business-value,,
The Lean Product Playbook,Dan Olsen,2015,2020-01-02,Kindle,Knowledge,Product,Lean,lean,product-thinking,customer-centricity,delivery,
The Lean Product Playbook,Dan Olsen,2015,2020-01-02,Audible,Knowledge,Product,Lean,lean,product-thinking,customer-centricity,delivery,
The Surprising Power of Liberating Structures,Henri Lipmanowicz & Keith McCandless,2013,2019-12-29,Kindle,Knowledge,Organization,,leadership,emergence,human-behavior,creativity,
EDGE,Jim Highsmith & Linda Luu & David Robinson,2019,2019-12-29,Kindle,Knowledge,Agile & Lean,,agile,delivery,strategy,business-agility,
The ART of Avoiding a Train Wreck,Em Campbell-Pretty & Adrienne L. Wilson,2019,2019-12-29,Kindle,Knowledge,Agile & Lean,SAFe,agile,delivery,lean,,
Das große Flipchart-Vorlagen-Buch,Sandra Dirks & Tanja Wehr,2017,2019-12-22,Kindle,Reference,Lifestyle,,creativity,design-thinking,,,
Domain-Driven Design,Evans Eric,2003,2019-12-22,Kindle,Knowledge,Computer Science,,systems-thinking,complexity,digital,product-thinking,
Mars Nation 3,Brandon Q. Morris,2018,2019-12-21,Audible,Story,Hard Science,,future-scenarios,evolution,chaos,,
Influence,Robert B. Cialdini,1984,2019-12-20,Audible,Knowledge,Communication,,influence,human-behavior,strategy,power-dynamics,
Sketchnotes Übungsbuch,Nadine Roßa,2017,2019-12-16,Kindle,Reference,Lifestyle,,creativity,,,,
Sketchnotes,Nadine Roßa,2013,2019-12-16,Kindle,Reference,Lifestyle,,creativity,,,,
The Five Dysfunctions of a Team,Patrick M. Lencioni,2002,2019-12-16,Kindle,Story,Business Fiction,,leadership,power-dynamics,human-behavior,,
The Principles of Scientific Management,Frederick Taylor,1911,2019-12-12,Kindle,Knowledge,Organization,,lean,systems-thinking,business-value,,
The Structure of Scientific Revolutions,Thomas S. Kuhn,1962,2019-12-08,Kindle,Knowledge,Science,,complexity,evolution,systems-thinking,,
The Structure of Scientific Revolutions,Thomas S. Kuhn,1962,2019-12-08,Audible,Knowledge,Science,,complexity,evolution,systems-thinking,,
Simple Habits for Complex Times,Jennifer Garvey Berger & Keith Johnston,2016,2019-12-07,Kindle,Knowledge,Leadership,,complexity,systems-thinking,business-agility,leadership,
Das Ziel,Eliyahu M. Goldratt & Jeff Cox,1984,2019-12-07,Kindle,Story,Business Fiction,TOC,flow,systems-thinking,business-value,,
Goldratt und die Theory of Constraints,Uwe Techt,2015,2019-12-07,Kindle,Knowledge,Agile & Lean,TOC,systems-thinking,flow,business-value,,
The Goal,Eliyahu M. Goldratt & Dwight Jon Zimmerman,2017,2019-12-07,Kindle,Story,Business Fiction,TOC,flow,systems-thinking,business-value,,
Simple Habits for Complex Times,Jennifer Garvey Berger & Keith Johnston,2016,2019-12-07,Audible,Knowledge,Leadership,,complexity,systems-thinking,business-agility,leadership,
The Goal,Eliyahu M. Goldratt & Jeff Cox,1984,2019-12-07,Audible,Story,Business Fiction,TOC,flow,systems-thinking,business-value,,
Team Topologies,Matthew Skelton & Manuel Pais,2019,2019-12-06,Kindle,Knowledge,Organization,,systems-thinking,complexity,flow,delivery,
Team Topologies,Matthew Skelton & Manuel Pais,2019,2019-12-06,Audible,Knowledge,Organization,,systems-thinking,complexity,flow,delivery,
Hitlers furchtbarer Sohn,Hans Victor Huslisti,2019,2019-11-30,Kindle,Knowledge,History,,civilization,power-dynamics,,,
The Unicorn Project,Gene Kim,2019,2019-11-30,Kindle,Story,Business Fiction,,delivery,digital,agile,product-thinking,
Agile Spiele – kurz & gut,Marc Bleß & Dennis Wagner,2019,2019-11-30,Kindle,Reference,Business,Agile-Generic,agile,delivery,,,
The Unicorn Project,Gene Kim,2019,2019-11-30,Audible,Story,Business Fiction,,delivery,digital,agile,product-thinking,
Neuroscience and Critical Thinking,Albert Rutherford,2019,2019-11-20,Kindle,Knowledge,Neuroscience,,human-behavior,consciousness,systems-thinking,,
The Systems Thinker,Albert Rutherford,2019,2019-11-20,Kindle,Knowledge,Systems Thinking,,systems-thinking,complexity,emergence,,
Neuroscience and Critical Thinking,Albert Rutherford,2019,2019-11-20,Audible,Knowledge,Neuroscience,,human-behavior,consciousness,systems-thinking,,
Sei du selbst,Richard David Precht,2017,2019-11-19,Audible,Knowledge,Philosophy,,identity,ethics,consciousness,,
Learn To Think in Systems,Albert Rutherford,2019,2019-10-21,Kindle,Knowledge,Systems Thinking,,systems-thinking,complexity,emergence,,
The Elements of Thinking in Systems,Albert Rutherford,2019,2019-10-21,Audible,Knowledge,Systems Thinking,,systems-thinking,complexity,emergence,,
Mondbeben,Phillip P. Peterson,2019,2019-10-21,Audible,Story,Hard Science,,future-scenarios,chaos,evolution,,
Jäger Hirten Kritiker,Richard David Precht,2018,2019-10-21,Audible,Knowledge,Philosophy,,civilization,ethics,future-scenarios,,
Barcamps & Co.,Jöran Muuß-Merholz,2013,2019-10-18,Kindle,Knowledge,Organization,,agile,business-agility,leadership,,
Change Intelligence,Barbara Trautlein,2013,2019-10-18,Kindle,Knowledge,Leadership,,leadership,human-behavior,business-agility,,
Energy and Civilization,Vaclav Smil,2017,2019-10-12,Audible,Knowledge,Economics,,civilization,energy,systems-thinking,,
Zoobiquity,Barbara Natterson-Horowitz & Kathryn Bowers,2012,2019-10-12,Audible,Knowledge,Science,,evolution,health,human-behavior,,
The Art of Business Value,Mark Schwartz,2016,2019-10-10,Kindle,Knowledge,Agile & Lean,,business-value,product-thinking,delivery,,
Agile Estimating and Planning,Mike Cohn,2005,2019-10-10,Kindle,Knowledge,Agile & Lean,Agile-Generic,agile,delivery,product-thinking,,
Tribal Unity,Em Campbell-Pretty,2018,2019-10-10,Kindle,Knowledge,Organization,,agile,business-agility,leadership,,
Value Stream Mapping,Karen Martin & Mike Osterling,2013,2019-10-10,Kindle,Knowledge,Agile & Lean,Lean,flow,lean,business-value,,
War and Peace and IT,Mark Schwartz,2019,2019-10-04,Kindle,Knowledge,Leadership,,digital,agile,leadership,business-agility,
Impact Mapping,Gojko Adzic,2012,2019-10-04,Kindle,Knowledge,Product,,product-thinking,customer-centricity,business-value,,
Company-wide Agility with Beyond Budgeting,Jutta Eckstein & John Buck,2018,2019-10-04,Kindle,Knowledge,Agile & Lean,,agile,business-agility,business-value,lean,
An Executive's Guide to Disciplined Agile,Mark Lines & Scott Ambler,2019,2019-10-04,Kindle,Knowledge,Agile & Lean,Agile-Generic,agile,delivery,business-agility,,
Information is Beautiful,David McCandless,2012,2019-10-04,Kindle,Reference,Lifestyle,,creativity,design-thinking,,,
Knowledge Is Beautiful,David McCandless,2014,2019-10-04,Kindle,Reference,Lifestyle,,creativity,design-thinking,,,
Kontrollverlust,Thorsten Schulte,2017,2019-10-04,Kindle,Knowledge,Politics,,power-dynamics,civilization,future-scenarios,,
Company-Wide Agility with Beyond Budgeting,Jutta Eckstein & John Buck,2018,2019-10-04,Audible,Knowledge,Agile & Lean,,agile,business-agility,business-value,lean,
Machtbeben,Dirk Müller,2018,2019-10-03,Audible,Knowledge,Politics,,power-dynamics,civilization,economics,,
War and Peace and IT,Mark Schwartz,2019,2019-09-27,Audible,Knowledge,Leadership,,digital,agile,leadership,business-agility,
Der letzte Wunsch,Andrzej Sapkowski,1993,2019-09-19,Audible,Story,High Fantasy,,identity,power-dynamics,ethics,,
A Seat at the Table and The Art of Business Value,Mark Schwartz,2017,2019-09-15,Kindle,Knowledge,Leadership,,business-value,leadership,digital,agile,
A Seat at the Table,Mark Schwartz,2017,2019-09-15,Audible,Knowledge,Leadership,,business-value,leadership,digital,strategy,
Die Dame vom See,Andrzej Sapkowski,1999,2019-09-04,Audible,Story,High Fantasy,,identity,power-dynamics,ethics,,
Der Schwalbenturm,Andrzej Sapkowski,1997,2019-08-22,Audible,Story,High Fantasy,,identity,power-dynamics,ethics,,
Good Strategy/Bad Strategy,Richard Rumelt,2011,2019-08-17,Audible,Knowledge,Strategy,,strategy,power-dynamics,business-value,,
Feuertaufe,Andrzej Sapkowski,1996,2019-08-14,Audible,Story,High Fantasy,,identity,power-dynamics,ethics,,
Die Zeit der Verachtung,Andrzej Sapkowski,1995,2019-08-11,Audible,Story,High Fantasy,,identity,power-dynamics,ethics,,
Fall,or Dodge in Hell,Neal Stephenson,2019,2019-07-28,Story,Near Future,,ai-impact,consciousness,future-scenarios,,
Upheaval,Jared Diamond,2019,2019-07-08,Audible,Knowledge,Anthropology,,civilization,systems-thinking,complexity,,
Die Turing Abweichung,William Hertling,2012,2019-07-03,Audible,Story,Cyberpunk,,ai-impact,future-scenarios,digital,,
Think Limbic!,Hans-Georg Häusel,2012,2019-06-28,Kindle,Knowledge,Neuroscience,,human-behavior,identity,influence,,
Buyer Personas,Hans-Georg Häusel & Harald Henzler,2018,2019-06-28,Kindle,Knowledge,Product,,customer-centricity,human-behavior,product-thinking,,
Deceptions,Craig Alanson,2019,2019-06-14,Audible,Story,Space Opera,,civilization,ai-impact,future-scenarios,,
Transcendent,Craig Alanson,2018,2019-06-14,Audible,Story,Space Opera,,civilization,ai-impact,future-scenarios,,
Der Riss,Brandon Q. Morris,2019,2019-06-14,Audible,Story,Hard Science,,future-scenarios,chaos,evolution,,
Delta-v,Daniel Suarez,2019,2019-06-03,Audible,Story,Near Future,,future-scenarios,complexity,digital,,
The Epic Guide to Agile,Dave Todaro,2019,2019-05-13,Kindle,Knowledge,Agile & Lean,Agile-Generic,agile,delivery,business-agility,,
Scaling Up Excellence,Robert I. Sutton & Huggy Rao,2014,2019-05-10,Audible,Knowledge,Organization,,leadership,business-agility,complexity,systems-thinking,
Your Brain at Work,David Rock,2009,2019-05-08,Audible,Knowledge,Neuroscience,,human-behavior,identity,leadership,,
Managing for Happiness,Jurgen Appelo,2016,2021-10-26,Kindle,Knowledge,Organization,,leadership,agile,business-agility,human-behavior,
